customer_id,order_id,order_date,payment_status,total_amount,utm_source,utm_medium,utm_campaign,first_paid_order_month,order_month,month_index
cust_3dbf5443,ord_1b89e981,2024-09-08 08:12:54,paid,69.74,tiktok,cpc,tiktok_campaign_16,2024-09,2024-09,0
cust_3dfdfadf,ord_5ea2094b,2024-02-12 20:24:51,paid,50.66,direct,direct,direct,2024-02,2024-02,0
cust_3e279000,ord_adc9cddc,2024-11-02 17:32:55,paid,98.43,email,email,email_campaign_4,2024-11,2024-11,0
cust_3e40b4c3,ord_1fc1e488,2024-12-30 22:42:29,paid,30.26,meta,cpc,meta_campaign_4,2024-12,2024-12,0
cust_3e6685ba,ord_7fb23b7f,2024-03-03 19:47:18,paid,55.96,tiktok,cpc,tiktok_campaign_14,2024-03,2024-03,0
cust_3eae911f,ord_605330bb,2024-08-11 23:48:51,paid,63.72,direct,direct,direct,2024-08,2024-08,0
cust_3f0a64ca,ord_258a951b,2024-03-25 19:53:14,paid,224.36,direct,direct,direct,2024-03,2024-03,0
cust_3f498256,ord_df83527d,2024-01-13 21:48:30,paid,31.71,direct,direct,direct,2024-01,2024-01,0
cust_3f51e764,ord_575e0ab9,2024-05-05 18:43:25,paid,190.02,organic,organic,direct,2024-05,2024-05,0
cust_3f76f493,ord_dfa1a375,2024-09-30 12:31:37,paid,75.33,email,email,email_campaign_1,2024-09,2024-09,0
cust_3fa2afb9,ord_6a43299a,2024-03-04 20:47:00,paid,214.62,email,email,email_campaign_9,2024-03,2024-03,0
cust_3fa8b4d0,ord_dbac1cea,2024-10-17 07:00:44,paid,62.19,meta,cpc,meta_campaign_1,2024-10,2024-10,0
cust_3fad1efa,ord_c1ae9d1e,2024-10-26 11:16:46,paid,333.48,meta,cpc,meta_campaign_7,2024-10,2024-10,0
cust_3fc7cc42,ord_1cca0be8,2024-04-14 21:11:29,paid,162.76,direct,direct,direct,2024-04,2024-04,0
cust_3fcc9b13,ord_47f7c3a5,2024-04-30 13:14:43,paid,79.34,direct,direct,direct,2024-04,2024-04,0
cust_3fd68d73,ord_40d8abba,2024-06-18 14:05:58,paid,105.77,organic,organic,direct,2024-06,2024-06,0
cust_3fe1bf14,ord_8eb8c1e5,2024-07-23 15:33:03,paid,81.2,meta,cpc,meta_campaign_12,2024-07,2024-07,0
cust_3ff57d47,ord_26648398,2024-01-20 07:34:31,paid,64.8,tiktok,cpc,tiktok_campaign_11,2024-01,2024-01,0
cust_40079784,ord_088e30ed,2024-02-04 07:54:50,paid,95.32,direct,direct,direct,2024-02,2024-02,0
cust_40145348,ord_dd3749b9,2024-11-26 15:50:43,paid,104.4,organic,organic,direct,2024-11,2024-11,0
cust_40341e21,ord_5302c0fb,2024-11-24 13:56:13,paid,184.41,organic,organic,direct,2024-11,2024-11,0
cust_403d66a9,ord_be86294f,2024-11-03 19:21:11,paid,186.95,direct,direct,direct,2024-11,2024-11,0
cust_40573e96,ord_3010e90b,2024-09-16 07:54:16,paid,57.82,organic,organic,direct,2024-09,2024-09,0
cust_405c2206,ord_75d8babd,2024-02-14 05:31:06,paid,86.75,direct,direct,direct,2024-02,2024-02,0
cust_409ee84f,ord_2fd38662,2024-07-31 20:47:17,paid,48.58,tiktok,cpc,tiktok_campaign_2,2024-07,2024-07,0
cust_40fea9cf,ord_ec3d7f3b,2024-09-29 17:46:42,paid,116.01,tiktok,cpc,tiktok_campaign_6,2024-09,2024-09,0
cust_41d5392a,ord_2b50e755,2024-10-22 13:39:51,paid,82.18,direct,direct,direct,2024-10,2024-10,0
cust_421d0f3a,ord_63306a1f,2024-06-17 13:11:27,paid,38.52,direct,direct,direct,2024-06,2024-06,0
cust_4228c5d8,ord_c31af6df,2024-07-24 23:46:38,paid,149.07,meta,cpc,meta_campaign_4,2024-07,2024-07,0
cust_4258d82a,ord_7727cfeb,2024-09-24 15:17:44,paid,31.37,meta,cpc,meta_campaign_5,2024-09,2024-09,0
cust_4278931a,ord_f929cb7f,2024-02-25 19:21:32,paid,68.74,direct,direct,direct,2024-02,2024-02,0
cust_42908f16,ord_daf78038,2024-10-27 11:30:34,paid,55.88,direct,direct,direct,2024-10,2024-10,0
cust_4294739f,ord_50c8e74a,2024-05-19 17:20:38,paid,115.79,direct,direct,direct,2024-05,2024-05,0
cust_42e6ecee,ord_115cb7ec,2024-03-01 15:13:00,paid,83.93,direct,direct,direct,2024-03,2024-03,0
cust_4313fe11,ord_3e09d435,2024-09-19 11:23:05,paid,36.45,organic,organic,direct,2024-09,2024-09,0
cust_433a59ce,ord_2c89a237,2024-05-22 18:26:09,paid,252.94,google,cpc,google_campaign_17,2024-05,2024-05,0
cust_43793bf7,ord_dbb03c16,2024-08-07 13:24:19,paid,103.79,direct,direct,direct,2024-08,2024-08,0
cust_43a14cc8,ord_f7a36fe7,2024-03-09 19:22:29,paid,114.5,meta,cpc,meta_campaign_16,2024-03,2024-03,0
cust_43a752cb,ord_96030577,2024-03-11 20:15:20,paid,106.76,google,cpc,google_campaign_9,2024-03,2024-03,0
cust_43d427fc,ord_905e90bc,2024-09-21 13:50:05,paid,51.47,organic,organic,direct,2024-09,2024-09,0
cust_43d76d6b,ord_871633f5,2024-10-05 19:08:33,paid,159.29,meta,cpc,meta_campaign_3,2024-10,2024-10,0
cust_43fbd1d1,ord_aa461082,2024-05-04 13:12:45,paid,94.22,organic,organic,direct,2024-05,2024-05,0
cust_4480e514,ord_4640c49f,2024-08-11 10:24:53,paid,39.66,google,cpc,google_campaign_11,2024-08,2024-08,0
cust_44966d81,ord_10e02064,2024-10-21 19:44:25,paid,38.71,tiktok,cpc,tiktok_campaign_18,2024-10,2024-10,0
cust_44ac7b60,ord_a90363a0,2024-03-04 11:35:58,paid,131.12,google,cpc,google_campaign_2,2024-03,2024-03,0
cust_44affb2a,ord_1424a11d,2024-03-31 16:26:41,paid,38.79,direct,direct,direct,2024-03,2024-03,0
cust_44b4450e,ord_bdf8ef83,2024-09-06 08:13:22,paid,175.14,direct,direct,direct,2024-09,2024-09,0
cust_44ffb703,ord_e6cf1fa3,2024-10-14 10:01:09,paid,91.92,organic,organic,direct,2024-10,2024-10,0
cust_4504fe47,ord_6e3b9ecf,2024-11-27 22:33:27,paid,158.69,meta,cpc,meta_campaign_12,2024-11,2024-11,0
cust_452b93f6,ord_38a299a5,2024-05-03 21:16:45,paid,63.32,tiktok,cpc,tiktok_campaign_14,2024-05,2024-05,0
cust_452d0a1f,ord_0e1dd21d,2024-02-22 21:54:07,paid,414.23,direct,direct,direct,2024-02,2024-02,0
cust_4556c0be,ord_fd4ef08e,2024-02-18 10:26:09,paid,34.48,direct,direct,direct,2024-02,2024-02,0
cust_45792ea1,ord_a1302398,2024-09-09 12:45:44,paid,110.56,direct,direct,direct,2024-09,2024-09,0
cust_45cb4344,ord_cd8d7c9e,2024-02-04 11:45:00,paid,115.5,direct,direct,direct,2024-02,2024-02,0
cust_462223c5,ord_c8ca1039,2024-08-23 22:04:41,paid,67.7,google,cpc,google_campaign_10,2024-08,2024-08,0
cust_4655debe,ord_d00fd587,2024-10-31 17:55:45,paid,57.31,direct,direct,direct,2024-10,2024-10,0
cust_46c0217f,ord_f7efb85a,2024-11-02 15:19:10,paid,79.25,direct,direct,direct,2024-11,2024-11,0
cust_46e216e6,ord_3fd8f252,2024-01-07 11:43:41,paid,187.47,meta,cpc,meta_campaign_9,2024-01,2024-01,0
cust_46f943ee,ord_04852b85,2024-02-07 15:47:12,paid,81.82,direct,direct,direct,2024-02,2024-02,0
cust_47207973,ord_fc85ff05,2024-03-31 15:02:01,paid,47.63,direct,direct,direct,2024-03,2024-03,0
cust_4738e31e,ord_4603f0f4,2024-11-22 09:44:47,paid,117.24,tiktok,cpc,tiktok_campaign_17,2024-11,2024-11,0
cust_47441717,ord_3ef2fd6b,2024-11-24 10:43:12,paid,104.51,meta,cpc,meta_campaign_16,2024-11,2024-11,0
cust_47749a04,ord_eaba34be,2024-03-11 09:42:26,paid,73.06,google,cpc,google_campaign_12,2024-03,2024-03,0
cust_4793b89b,ord_0c747eda,2024-10-01 09:26:20,paid,80.72,organic,organic,direct,2024-10,2024-10,0
cust_47f6b496,ord_51ea3f28,2024-10-13 19:02:39,paid,393.94,google,cpc,google_campaign_17,2024-10,2024-10,0
cust_47fbdbb6,ord_e9eae722,2024-11-11 22:34:39,paid,311.34,direct,direct,direct,2024-11,2024-11,0
cust_4810036b,ord_8ae5212f,2024-02-01 21:31:10,paid,160.31,direct,direct,direct,2024-02,2024-02,0
cust_4812ce8b,ord_3bc29412,2024-01-11 11:31:21,paid,32.48,direct,direct,direct,2024-01,2024-01,0
cust_482969ca,ord_c2bb40f8,2024-11-13 17:08:43,paid,355.86,direct,direct,direct,2024-11,2024-11,0
cust_489c1d00,ord_5d568b89,2024-04-11 21:15:02,paid,133.27,direct,direct,direct,2024-04,2024-04,0
cust_48aeafd3,ord_2ed2a7b0,2024-01-26 23:05:18,paid,54.88,direct,direct,direct,2024-01,2024-01,0
cust_48aeb936,ord_4945d275,2024-11-27 08:34:50,paid,267.06,google,cpc,google_campaign_1,2024-11,2024-11,0
cust_48bf1096,ord_813aa986,2024-05-22 15:55:46,paid,87.07,direct,direct,direct,2024-05,2024-05,0
cust_48cc5362,ord_bb3f8c89,2024-04-02 18:11:09,paid,56.09,organic,organic,direct,2024-04,2024-04,0
cust_48ce7998,ord_3f2402c5,2024-04-22 19:53:52,paid,38.38,direct,direct,direct,2024-04,2024-04,0
cust_48ef6025,ord_f7414144,2024-07-31 09:51:05,paid,108.2,direct,direct,direct,2024-07,2024-07,0
cust_493e040c,ord_e67d87ae,2024-10-16 15:21:25,paid,164.5,google,cpc,google_campaign_9,2024-10,2024-10,0
cust_495a1c4e,ord_3e2cac0b,2024-11-24 09:49:39,paid,164.53,organic,organic,direct,2024-11,2024-11,0
cust_4999a098,ord_56012768,2024-08-03 14:32:41,paid,57.42,organic,organic,direct,2024-08,2024-08,0
cust_49f353ab,ord_de258139,2024-08-11 10:27:47,paid,44.36,tiktok,cpc,tiktok_campaign_6,2024-08,2024-08,0
cust_4a0333f2,ord_d64bf4b0,2024-04-28 12:55:48,paid,63.99,direct,direct,direct,2024-04,2024-04,0
cust_4a6a138d,ord_20e62758,2024-08-24 18:07:15,paid,55.66,tiktok,cpc,tiktok_campaign_3,2024-08,2024-08,0
cust_4a76773c,ord_27e81b6e,2024-03-08 07:35:10,paid,99.54,direct,direct,direct,2024-03,2024-03,0
cust_4aae6265,ord_6ee9e1ad,2024-12-03 15:47:43,paid,187.55,email,email,email_campaign_7,2024-12,2024-12,0
cust_4ab7686e,ord_91ed675d,2024-08-27 13:27:44,paid,88.81,email,email,email_campaign_2,2024-08,2024-08,0
cust_4ac515ac,ord_77f6c104,2024-07-15 09:36:14,paid,100.06,tiktok,cpc,tiktok_campaign_6,2024-07,2024-07,0
cust_4ae4871e,ord_2246b6a7,2024-10-17 17:22:17,paid,141.89,meta,cpc,meta_campaign_2,2024-10,2024-10,0
cust_4af3f835,ord_dc724565,2024-12-03 14:57:17,paid,146.21,google,cpc,google_campaign_14,2024-12,2024-12,0
cust_4b1ca9f2,ord_d98ac459,2024-06-12 19:01:03,paid,44.74,direct,direct,direct,2024-06,2024-06,0
cust_4ba73ce4,ord_a2844d65,2024-09-07 16:50:53,paid,55.45,google,cpc,google_campaign_14,2024-09,2024-09,0
cust_4bee1041,ord_425b9bd4,2024-06-17 20:47:46,paid,64.57,google,cpc,google_campaign_17,2024-06,2024-06,0
cust_4bef0a57,ord_a0755350,2024-03-11 10:10:33,paid,138.84,direct,direct,direct,2024-03,2024-03,0
cust_4bfce2d6,ord_08b80795,2024-10-04 11:35:54,paid,223.36,email,email,email_campaign_9,2024-10,2024-10,0
cust_4c153a02,ord_47dfc789,2024-09-30 21:32:28,paid,218.9,email,email,email_campaign_3,2024-09,2024-09,0
cust_4c34a0a7,ord_bd4d7500,2024-09-14 09:48:47,paid,84.53,direct,direct,direct,2024-09,2024-09,0
cust_4c4e12c3,ord_eb5c32ec,2024-11-17 15:00:50,paid,85.94,organic,organic,direct,2024-11,2024-11,0
cust_4c82c6d8,ord_4977d954,2024-09-12 17:17:25,paid,85.23,tiktok,cpc,tiktok_campaign_7,2024-09,2024-09,0
cust_4c9e0863,ord_66e2b2fb,2024-06-08 19:09:01,paid,116.43,direct,direct,direct,2024-06,2024-06,0
cust_4ca592fa,ord_1a2db776,2024-02-23 20:16:01,paid,84.42,email,email,email_campaign_1,2024-02,2024-02,0
cust_4cd0e0ee,ord_935d71e6,2024-03-27 18:39:46,paid,43.87,email,email,email_campaign_2,2024-03,2024-03,0
cust_4ceea07c,ord_711d255f,2024-11-30 15:18:09,paid,42.37,tiktok,cpc,tiktok_campaign_16,2024-11,2024-11,0
cust_4d0e8901,ord_5338b37e,2024-09-25 17:41:57,paid,58.91,direct,direct,direct,2024-09,2024-09,0
cust_4d21dd11,ord_716050c4,2024-12-01 20:59:37,paid,223.18,email,email,email_campaign_1,2024-12,2024-12,0
cust_4d2ff298,ord_c20f0aa6,2024-10-02 19:57:39,paid,52.67,organic,organic,direct,2024-10,2024-10,0
cust_4d3fd6f6,ord_56b3ee09,2024-01-15 20:22:54,paid,103.86,google,cpc,google_campaign_6,2024-01,2024-01,0
cust_4d572588,ord_acc966c4,2024-11-18 00:36:20,paid,49.94,google,cpc,google_campaign_4,2024-11,2024-11,0
cust_4d703475,ord_57a08b2e,2024-03-05 09:40:00,paid,44.59,meta,cpc,meta_campaign_8,2024-03,2024-03,0
cust_4dba3950,ord_b4b74292,2024-01-18 23:01:06,paid,101.09,meta,cpc,meta_campaign_14,2024-01,2024-01,0
cust_4dc35d61,ord_8a014b01,2024-12-19 22:25:38,paid,124.24,direct,direct,direct,2024-12,2024-12,0
cust_4e00f574,ord_df0c73e8,2024-11-11 21:27:48,paid,89.79,direct,direct,direct,2024-11,2024-11,0
cust_4e02b520,ord_60e6d55f,2024-03-11 21:49:41,paid,38.87,direct,direct,direct,2024-03,2024-03,0
cust_4e18c283,ord_c980e759,2024-07-06 13:48:51,paid,28.4,direct,direct,direct,2024-07,2024-07,0
cust_4e18c283,ord_aaabfcb0,2024-12-15 08:20:56,paid,176.71,direct,direct,direct,2024-07,2024-12,5
cust_4e1efdc9,ord_6a382cbe,2024-01-22 18:25:02,paid,46.77,direct,direct,direct,2024-01,2024-01,0
cust_4e28273f,ord_c8a332ab,2024-10-15 09:10:36,paid,102.79,direct,direct,direct,2024-10,2024-10,0
cust_4e30df49,ord_35159043,2024-12-11 20:03:31,paid,78.41,direct,direct,direct,2024-12,2024-12,0
cust_4e478ce8,ord_04c76b20,2024-11-21 14:53:59,paid,45.44,direct,direct,direct,2024-11,2024-11,0
cust_4e65c89e,ord_8c0a8ee2,2024-02-06 16:20:28,paid,190.06,meta,cpc,meta_campaign_1,2024-02,2024-02,0
cust_4e68ed1d,ord_77f59ebd,2024-12-09 08:38:40,paid,305.14,google,cpc,google_campaign_5,2024-12,2024-12,0
cust_4eabaab6,ord_e12671ce,2024-12-01 12:22:14,paid,64.01,direct,direct,direct,2024-12,2024-12,0
cust_4eacd951,ord_a794b1e3,2024-10-27 10:19:49,paid,85.91,organic,organic,direct,2024-10,2024-10,0
cust_4ed1769a,ord_30f369b2,2024-01-15 16:29:06,paid,41.92,google,cpc,google_campaign_2,2024-01,2024-01,0
cust_4f9d4bb7,ord_5b8073d1,2024-12-06 20:13:41,paid,78.72,direct,direct,direct,2024-12,2024-12,0
cust_4facebbd,ord_2e45d101,2024-04-04 14:31:15,paid,39.96,google,cpc,google_campaign_10,2024-04,2024-04,0
cust_4fea5294,ord_7bf973f7,2024-01-23 10:38:27,paid,73.27,meta,cpc,meta_campaign_19,2024-01,2024-01,0
cust_4ff1f4ce,ord_6a31edcd,2024-09-23 09:52:39,paid,68.27,meta,cpc,meta_campaign_13,2024-09,2024-09,0
cust_4ffb98cf,ord_84bb8b2f,2024-09-16 18:28:19,paid,147.93,meta,cpc,meta_campaign_8,2024-09,2024-09,0
cust_4ffd9b05,ord_3717b203,2024-02-13 17:57:47,paid,227.4,email,email,email_campaign_4,2024-02,2024-02,0
cust_4ffe288a,ord_b82056e2,2024-02-15 22:20:55,paid,98.1,google,cpc,google_campaign_18,2024-02,2024-02,0
cust_50290544,ord_03f869c2,2024-05-12 11:35:59,paid,43.55,direct,direct,direct,2024-05,2024-05,0
cust_503d721b,ord_566c87cd,2024-12-03 12:13:18,paid,138.66,direct,direct,direct,2024-12,2024-12,0
cust_503dca58,ord_bfefbd25,2024-04-11 19:38:43,paid,85.62,direct,direct,direct,2024-04,2024-04,0
cust_5050c3c3,ord_c6b09842,2024-08-29 21:40:03,paid,174.83,organic,organic,direct,2024-08,2024-08,0
cust_5070dcf8,ord_ab6ddaa0,2024-08-20 19:44:22,paid,155.26,direct,direct,direct,2024-08,2024-08,0
cust_50bffc89,ord_a66fbc04,2024-06-13 20:11:51,paid,78.25,tiktok,cpc,tiktok_campaign_16,2024-06,2024-06,0
cust_50c32218,ord_87b84094,2024-04-15 20:50:54,paid,40.62,direct,direct,direct,2024-04,2024-04,0
cust_50d3fde5,ord_5f5d1277,2024-08-24 12:59:44,paid,158.74,google,cpc,google_campaign_7,2024-08,2024-08,0
cust_50d48df8,ord_095c8cc3,2024-11-24 06:08:48,paid,443.14,google,cpc,google_campaign_1,2024-11,2024-11,0
cust_51233b09,ord_dd8a936f,2024-11-30 21:00:37,paid,94.67,direct,direct,direct,2024-11,2024-11,0
cust_51236f88,ord_500dfa53,2024-09-23 19:33:17,paid,68.47,google,cpc,google_campaign_7,2024-09,2024-09,0
cust_512529ee,ord_c08e9033,2024-02-01 08:36:17,paid,283.36,google,cpc,google_campaign_14,2024-02,2024-02,0
cust_5126f8ea,ord_08835b8b,2024-04-26 11:31:49,paid,133.66,direct,direct,direct,2024-04,2024-04,0
cust_516441de,ord_dc1de259,2024-10-29 11:19:19,paid,149.53,organic,organic,direct,2024-10,2024-10,0
cust_516d5fbd,ord_5a9dd64f,2024-01-11 20:21:48,paid,78.08,email,email,email_campaign_5,2024-01,2024-01,0
cust_517756ae,ord_30e0c40e,2024-05-03 19:43:49,paid,144.55,direct,direct,direct,2024-05,2024-05,0
cust_518276c9,ord_00ebef35,2024-07-08 13:52:09,paid,107.2,direct,direct,direct,2024-07,2024-07,0
cust_519281cf,ord_06999f85,2024-03-22 22:30:57,paid,213.94,google,cpc,google_campaign_16,2024-03,2024-03,0
cust_51a9a0ab,ord_470306bf,2024-07-12 21:54:43,paid,150.0,direct,direct,direct,2024-07,2024-07,0
cust_51c3aab5,ord_0006c8b6,2024-07-24 13:32:27,paid,49.57,organic,organic,direct,2024-07,2024-07,0
cust_51da1a52,ord_20773d85,2024-06-25 21:24:08,paid,122.37,meta,cpc,meta_campaign_17,2024-06,2024-06,0
cust_51deff71,ord_d3b43b5a,2024-03-01 18:51:48,paid,29.41,google,cpc,google_campaign_5,2024-03,2024-03,0
cust_5217167b,ord_499d0e80,2024-07-13 18:25:51,paid,62.68,meta,cpc,meta_campaign_11,2024-07,2024-07,0
cust_525a05ba,ord_a80b4967,2024-06-28 08:22:33,paid,80.88,meta,cpc,meta_campaign_6,2024-06,2024-06,0
cust_5264c625,ord_b06560b6,2024-05-08 05:31:23,paid,81.9,direct,direct,direct,2024-05,2024-05,0
cust_528354e6,ord_210e8ddc,2024-02-19 21:11:00,paid,74.85,direct,direct,direct,2024-02,2024-02,0
cust_52979fb8,ord_d0461d38,2024-06-09 10:37:46,paid,48.53,meta,cpc,meta_campaign_5,2024-06,2024-06,0
cust_52b698d2,ord_92d721e1,2024-07-09 13:33:37,paid,53.72,google,cpc,google_campaign_15,2024-07,2024-07,0
cust_52d6f352,ord_72972433,2024-05-26 21:42:02,paid,210.4,direct,direct,direct,2024-05,2024-05,0
cust_5317a98c,ord_808ef502,2024-03-15 05:04:25,paid,83.89,google,cpc,google_campaign_1,2024-03,2024-03,0
cust_531dddf6,ord_7492eec0,2024-10-27 13:23:24,paid,97.42,direct,direct,direct,2024-10,2024-10,0
cust_53885061,ord_f9687ec0,2024-05-22 18:26:04,paid,75.95,tiktok,cpc,tiktok_campaign_9,2024-05,2024-05,0
cust_538caa8e,ord_2c1df01a,2024-04-23 09:43:39,paid,89.08,direct,direct,direct,2024-04,2024-04,0
cust_5395703c,ord_c4552940,2024-01-28 07:40:24,paid,40.74,meta,cpc,meta_campaign_5,2024-01,2024-01,0
cust_53a482bd,ord_fd955f18,2024-06-05 20:12:29,paid,22.78,direct,direct,direct,2024-06,2024-06,0
cust_53b80301,ord_1a42e1c1,2024-10-12 07:55:56,paid,36.21,direct,direct,direct,2024-10,2024-10,0
cust_53c003c8,ord_8eb6c981,2024-06-12 22:07:19,paid,84.29,tiktok,cpc,tiktok_campaign_18,2024-06,2024-06,0
cust_53e71db5,ord_d20c3fad,2024-03-29 07:48:56,paid,99.74,direct,direct,direct,2024-03,2024-03,0
cust_540e9723,ord_d6166195,2024-10-14 15:25:45,paid,81.23,direct,direct,direct,2024-10,2024-10,0
cust_54791db5,ord_8d5832d8,2024-04-10 23:42:01,paid,43.98,google,cpc,google_campaign_14,2024-04,2024-04,0
cust_549a4e1f,ord_1638c8b5,2024-11-28 06:25:15,paid,182.76,tiktok,cpc,tiktok_campaign_2,2024-11,2024-11,0
cust_54bbd08c,ord_fb34f0fc,2024-02-02 06:53:13,paid,49.02,direct,direct,direct,2024-02,2024-02,0
cust_55296640,ord_ce91f3d3,2024-12-17 21:26:22,paid,110.46,direct,direct,direct,2024-12,2024-12,0
cust_554ca13d,ord_9987b5cb,2024-09-12 17:07:10,paid,62.83,tiktok,cpc,tiktok_campaign_18,2024-09,2024-09,0
cust_556aaaae,ord_a6c0b6da,2024-12-21 13:33:30,paid,213.45,direct,direct,direct,2024-12,2024-12,0
cust_5577ead9,ord_1377a1db,2024-09-09 08:10:14,paid,115.11,google,cpc,google_campaign_7,2024-09,2024-09,0
cust_5585e274,ord_b4cb135b,2024-11-08 09:15:08,paid,51.89,direct,direct,direct,2024-11,2024-11,0
cust_5606f1c7,ord_6d18d541,2024-05-26 11:33:50,paid,50.26,meta,cpc,meta_campaign_3,2024-05,2024-05,0
cust_562eeb63,ord_bfc82dd7,2024-07-04 14:49:14,paid,114.95,google,cpc,google_campaign_9,2024-07,2024-07,0
cust_5632b698,ord_da2c6056,2024-07-14 00:40:34,paid,173.24,google,cpc,google_campaign_2,2024-07,2024-07,0
cust_5650a6c1,ord_2fd07d5f,2024-03-03 19:04:04,paid,115.91,direct,direct,direct,2024-03,2024-03,0
cust_566ce6ab,ord_beb7eca6,2024-06-02 19:27:05,paid,71.92,meta,cpc,meta_campaign_17,2024-06,2024-06,0
cust_567ca1a1,ord_a2182ea2,2024-02-11 18:30:16,paid,46.01,google,cpc,google_campaign_3,2024-02,2024-02,0
cust_568b21ce,ord_97bee82a,2024-07-29 07:26:07,paid,52.1,direct,direct,direct,2024-07,2024-07,0
cust_56975729,ord_b7822ff2,2024-08-12 12:06:00,paid,149.87,google,cpc,google_campaign_15,2024-08,2024-08,0
cust_56c5fd8a,ord_6c1bb5f1,2024-04-26 20:38:38,paid,88.14,google,cpc,google_campaign_15,2024-04,2024-04,0
cust_56e3ebb9,ord_c79b9866,2024-04-27 10:02:01,paid,39.49,direct,direct,direct,2024-04,2024-04,0
cust_56f06f45,ord_92be2fa8,2024-03-28 08:08:11,paid,135.84,meta,cpc,meta_campaign_10,2024-03,2024-03,0
cust_56f106b1,ord_d097544b,2024-04-30 17:09:13,paid,37.77,direct,direct,direct,2024-04,2024-04,0
cust_5705ecbc,ord_4f09698e,2024-04-28 21:38:05,paid,45.92,google,cpc,google_campaign_7,2024-04,2024-04,0
cust_5707a0fa,ord_c4b7cfdb,2024-12-09 07:35:11,paid,22.34,meta,cpc,meta_campaign_1,2024-12,2024-12,0
cust_57100401,ord_288ca5c9,2024-04-17 01:25:14,paid,74.49,organic,organic,direct,2024-04,2024-04,0
cust_575344f5,ord_e2af5857,2024-08-06 13:52:21,paid,81.78,google,cpc,google_campaign_2,2024-08,2024-08,0
cust_575cf089,ord_3c35d4c4,2024-03-01 21:06:58,paid,590.4,meta,cpc,meta_campaign_12,2024-03,2024-03,0
cust_5780e783,ord_fe323619,2024-10-23 20:26:25,paid,40.51,google,cpc,google_campaign_1,2024-10,2024-10,0
cust_57830286,ord_fba987f0,2024-01-11 09:50:36,paid,141.71,organic,organic,direct,2024-01,2024-01,0
cust_578ac5a7,ord_0d2b34c0,2024-11-22 19:51:28,paid,84.76,tiktok,cpc,tiktok_campaign_16,2024-11,2024-11,0
cust_579668cf,ord_2ed5037f,2024-04-11 10:49:51,paid,223.86,direct,direct,direct,2024-04,2024-04,0
cust_5798b21d,ord_49854d49,2024-12-10 14:14:16,paid,35.89,meta,cpc,meta_campaign_10,2024-12,2024-12,0
cust_57b51941,ord_0d8c6e07,2024-08-02 12:34:02,paid,68.01,direct,direct,direct,2024-08,2024-08,0
cust_57c6878d,ord_2d09b3f3,2024-12-17 06:29:06,paid,94.29,tiktok,cpc,tiktok_campaign_15,2024-12,2024-12,0
cust_57e81c37,ord_9c793f2d,2024-05-14 14:28:26,paid,39.43,direct,direct,direct,2024-05,2024-05,0
cust_581d79bc,ord_739b31ee,2024-05-30 21:33:15,paid,148.52,meta,cpc,meta_campaign_14,2024-05,2024-05,0
cust_58263ded,ord_5ba9a42f,2024-02-24 23:21:26,paid,102.7,organic,organic,direct,2024-02,2024-02,0
cust_58385c17,ord_caf8e247,2024-10-22 20:54:35,paid,56.57,direct,direct,direct,2024-10,2024-10,0
cust_5845ab0c,ord_5a7abc5b,2024-09-22 20:42:24,paid,221.99,organic,organic,direct,2024-09,2024-09,0
cust_58585dd9,ord_83a81d42,2024-05-26 09:55:54,paid,265.43,google,cpc,google_campaign_15,2024-05,2024-05,0
cust_5883b5ca,ord_0d9fa6b6,2024-08-20 17:28:29,paid,319.07,email,email,email_campaign_8,2024-08,2024-08,0
cust_58f59102,ord_e39d2a17,2024-04-05 12:26:58,paid,140.99,google,cpc,google_campaign_6,2024-04,2024-04,0
cust_5922ba89,ord_d46ba5ba,2024-10-08 20:49:35,paid,52.01,direct,direct,direct,2024-10,2024-10,0
cust_59286705,ord_f37ecbc9,2024-12-19 09:54:40,paid,38.67,direct,direct,direct,2024-12,2024-12,0
cust_593c9a25,ord_d319707d,2024-11-08 09:08:54,paid,233.83,direct,direct,direct,2024-11,2024-11,0
cust_5946a0cb,ord_d34ebb4b,2024-04-27 19:07:39,paid,188.19,google,cpc,google_campaign_6,2024-04,2024-04,0
cust_595eedd0,ord_ff14e87d,2024-04-23 20:09:24,paid,59.09,organic,organic,direct,2024-04,2024-04,0
cust_596b49c0,ord_163acc2b,2024-03-09 09:32:58,paid,175.89,google,cpc,google_campaign_9,2024-03,2024-03,0
cust_597cc356,ord_3acc6a3f,2024-03-01 11:44:42,paid,32.1,direct,direct,direct,2024-03,2024-03,0
cust_59ad27b3,ord_64e73e58,2024-08-03 19:42:50,paid,100.6,google,cpc,google_campaign_10,2024-08,2024-08,0
cust_5a0bf653,ord_63686cf5,2024-01-31 09:33:11,paid,192.61,email,email,email_campaign_5,2024-01,2024-01,0
cust_5a21cbe2,ord_3ed09b8b,2024-04-21 22:39:43,paid,186.42,meta,cpc,meta_campaign_1,2024-04,2024-04,0
cust_5a68ff84,ord_06de853c,2024-08-30 12:29:56,paid,134.94,email,email,email_campaign_5,2024-08,2024-08,0
cust_5a9f99b1,ord_d56fd116,2024-12-07 20:12:00,paid,130.41,direct,direct,direct,2024-12,2024-12,0
cust_5aaad594,ord_5ac2c927,2024-04-20 14:45:17,paid,60.94,direct,direct,direct,2024-04,2024-04,0
