customer_id,first_paid_order_month,order_month,month_index,payment_status,first_order_in_month,last_order_in_month,orders_in_month,month_revenue,first_utm_source,first_utm_medium,first_utm_campaign
cust_37b45751,2024-09,2024-09,0,paid,2024-09-07 12:54:58,2024-09-07 12:54:58,1,82.08,meta,cpc,meta_campaign_2
cust_37bd6595,2024-06,2024-06,0,paid,2024-06-09 20:35:02,2024-06-09 20:35:02,1,390.2,direct,direct,direct
cust_37e79090,2024-11,2024-11,0,paid,2024-11-10 20:55:34,2024-11-10 20:55:34,1,147.08,direct,direct,direct
cust_37f6bb47,2024-07,2024-07,0,paid,2024-07-24 15:46:02,2024-07-24 15:46:02,1,123.21,tiktok,cpc,tiktok_campaign_13
cust_383d4825,2024-10,2024-10,0,paid,2024-10-04 19:43:41,2024-10-04 19:43:41,1,160.47,direct,direct,direct
cust_38403de1,2024-02,2024-02,0,paid,2024-02-28 19:01:22,2024-02-28 19:01:22,1,364.66,email,email,email_campaign_2
cust_387a3c66,2024-11,2024-11,0,paid,2024-11-07 11:55:10,2024-11-07 11:55:10,1,60.41,direct,direct,direct
cust_3883e299,2024-07,2024-07,0,paid,2024-07-26 09:32:10,2024-07-26 09:32:10,1,131.59,tiktok,cpc,tiktok_campaign_4
cust_38870c6f,2024-09,2024-09,0,paid,2024-09-17 21:27:29,2024-09-17 21:27:29,1,104.02,google,cpc,google_campaign_5
cust_388c0dc0,2024-06,2024-06,0,paid,2024-06-28 00:47:59,2024-06-28 00:47:59,1,85.17,email,email,email_campaign_6
cust_38cac146,2024-08,2024-08,0,paid,2024-08-25 16:25:02,2024-08-25 16:25:02,1,127.35,direct,direct,direct
cust_38d4a8c6,2024-02,2024-02,0,paid,2024-02-29 22:56:13,2024-02-29 22:56:13,1,183.1,direct,direct,direct
cust_38f74949,2024-04,2024-04,0,paid,2024-04-26 21:26:25,2024-04-26 21:26:25,1,97.89,email,email,email_campaign_8
cust_39155d9f,2024-02,2024-02,0,paid,2024-02-15 14:46:19,2024-02-15 14:46:19,1,63.92,direct,direct,direct
cust_39341fed,2024-04,2024-04,0,paid,2024-04-28 10:05:15,2024-04-28 10:05:15,1,49.83,email,email,email_campaign_6
cust_3938f386,2024-12,2024-12,0,paid,2024-12-25 13:06:05,2024-12-25 13:06:05,1,197.67,direct,direct,direct
cust_39516c30,2024-04,2024-04,0,paid,2024-04-21 19:49:04,2024-04-21 19:49:04,1,103.14,direct,direct,direct
cust_395d2022,2024-11,2024-11,0,paid,2024-11-25 06:50:42,2024-11-25 06:50:42,1,21.47,tiktok,cpc,tiktok_campaign_7
cust_396abae7,2024-06,2024-06,0,paid,2024-06-02 19:30:57,2024-06-02 19:30:57,1,405.67,google,cpc,google_campaign_8
cust_3985f7d3,2024-01,2024-01,0,paid,2024-01-18 00:16:31,2024-01-18 00:16:31,1,71.42,meta,cpc,meta_campaign_19
cust_39d937d7,2024-04,2024-04,0,paid,2024-04-12 12:17:00,2024-04-12 12:17:00,1,286.99,google,cpc,google_campaign_2
cust_39f8bcd8,2024-01,2024-01,0,paid,2024-01-05 08:46:45,2024-01-05 08:46:45,1,58.49,direct,direct,direct
cust_3a003a32,2024-10,2024-10,0,paid,2024-10-08 12:58:04,2024-10-08 12:58:04,1,84.04,direct,direct,direct
cust_3a01d269,2024-12,2024-12,0,paid,2024-12-08 16:37:11,2024-12-08 16:37:11,1,34.97,direct,direct,direct
cust_3a459051,2024-01,2024-01,0,paid,2024-01-07 14:18:11,2024-01-07 14:18:11,1,52.29,meta,cpc,meta_campaign_1
cust_3a5aa5b7,2024-07,2024-07,0,paid,2024-07-18 19:44:21,2024-07-18 19:44:21,1,179.95,tiktok,cpc,tiktok_campaign_14
cust_3a7486e4,2024-07,2024-07,0,paid,2024-07-14 19:20:54,2024-07-14 19:20:54,1,94.99,direct,direct,direct
cust_3a91347d,2024-06,2024-06,0,paid,2024-06-07 04:37:22,2024-06-07 04:37:22,1,84.56,direct,direct,direct
cust_3a948c14,2024-10,2024-10,0,paid,2024-10-02 08:14:43,2024-10-02 08:14:43,1,39.73,direct,direct,direct
cust_3a99b4bb,2024-11,2024-11,0,paid,2024-11-10 18:37:58,2024-11-10 18:37:58,1,130.46,google,cpc,google_campaign_11
cust_3aafdea2,2024-01,2024-01,0,paid,2024-01-12 20:40:45,2024-01-12 20:40:45,1,26.9,google,cpc,google_campaign_6
cust_3abd6ff2,2024-03,2024-03,0,paid,2024-03-20 11:42:08,2024-03-20 11:42:08,1,89.25,direct,direct,direct
cust_3ac4f63a,2024-01,2024-01,0,paid,2024-01-29 15:46:42,2024-01-29 15:46:42,1,200.27,direct,direct,direct
cust_3af65304,2024-09,2024-09,0,paid,2024-09-15 17:00:14,2024-09-15 17:00:14,1,74.83,direct,direct,direct
cust_3af93329,2024-05,2024-05,0,paid,2024-05-15 10:07:58,2024-05-15 10:07:58,1,119.73,meta,cpc,meta_campaign_5
cust_3b7aef7d,2024-05,2024-05,0,paid,2024-05-23 14:51:48,2024-05-23 14:51:48,1,54.11,meta,cpc,meta_campaign_1
cust_3bae3f15,2024-01,2024-01,0,paid,2024-01-14 09:05:47,2024-01-14 09:05:47,1,40.71,tiktok,cpc,tiktok_campaign_4
cust_3bc98014,2024-12,2024-12,0,paid,2024-12-08 06:15:47,2024-12-08 06:15:47,1,81.66,direct,direct,direct
cust_3c00f392,2024-11,2024-11,0,paid,2024-11-22 22:20:02,2024-11-22 22:20:02,1,145.3,email,email,email_campaign_2
cust_3c0bb47e,2024-11,2024-11,0,paid,2024-11-28 09:36:29,2024-11-28 09:36:29,1,111.01,direct,direct,direct
cust_3c48bd74,2024-03,2024-03,0,paid,2024-03-09 15:11:58,2024-03-09 15:11:58,1,153.72,meta,cpc,meta_campaign_4
cust_3c538b48,2024-01,2024-01,0,paid,2024-01-16 22:05:33,2024-01-16 22:05:33,1,68.45,google,cpc,google_campaign_4
cust_3c55f2df,2024-06,2024-06,0,paid,2024-06-22 12:38:53,2024-06-22 12:38:53,1,94.98,meta,cpc,meta_campaign_14
cust_3c6b3451,2024-08,2024-08,0,paid,2024-08-02 14:13:30,2024-08-02 14:13:30,1,80.79,email,email,email_campaign_7
cust_3caade98,2024-07,2024-07,0,paid,2024-07-01 15:05:07,2024-07-01 15:05:07,1,48.16,direct,direct,direct
cust_3cad6395,2024-03,2024-03,0,paid,2024-03-15 21:43:50,2024-03-15 21:43:50,1,129.66,organic,organic,direct
cust_3cd9db5b,2024-01,2024-01,0,paid,2024-01-22 15:05:25,2024-01-22 15:05:25,1,35.93,direct,direct,direct
cust_3d10f1fe,2024-04,2024-04,0,paid,2024-04-20 09:09:10,2024-04-20 09:09:10,1,75.79,tiktok,cpc,tiktok_campaign_10
cust_3d68d984,2024-04,2024-04,0,paid,2024-04-18 12:48:18,2024-04-18 12:48:18,1,166.56,direct,direct,direct
cust_3d6dbb7a,2024-05,2024-05,0,paid,2024-05-27 23:44:37,2024-05-27 23:44:37,1,64.21,google,cpc,google_campaign_1
cust_3d7a8058,2024-12,2024-12,0,paid,2024-12-09 22:12:42,2024-12-09 22:12:42,1,114.28,organic,organic,direct
cust_3d944831,2024-09,2024-09,0,paid,2024-09-03 21:16:36,2024-09-03 21:16:36,1,82.27,tiktok,cpc,tiktok_campaign_6
cust_3db664e4,2024-04,2024-04,0,paid,2024-04-17 06:33:15,2024-04-17 06:33:15,1,129.23,direct,direct,direct
cust_3dbf5443,2024-09,2024-09,0,paid,2024-09-08 08:12:54,2024-09-08 08:12:54,1,69.74,tiktok,cpc,tiktok_campaign_16
cust_3dfdfadf,2024-02,2024-02,0,paid,2024-02-12 20:24:51,2024-02-12 20:24:51,1,50.66,direct,direct,direct
cust_3e279000,2024-11,2024-11,0,paid,2024-11-02 17:32:55,2024-11-02 17:32:55,1,98.43,email,email,email_campaign_4
cust_3e40b4c3,2024-12,2024-12,0,paid,2024-12-30 22:42:29,2024-12-30 22:42:29,1,30.26,meta,cpc,meta_campaign_4
cust_3e6685ba,2024-03,2024-03,0,paid,2024-03-03 19:47:18,2024-03-03 19:47:18,1,55.96,tiktok,cpc,tiktok_campaign_14
cust_3eae911f,2024-08,2024-08,0,paid,2024-08-11 23:48:51,2024-08-11 23:48:51,1,63.72,direct,direct,direct
cust_3f0a64ca,2024-03,2024-03,0,paid,2024-03-25 19:53:14,2024-03-25 19:53:14,1,224.36,direct,direct,direct
cust_3f498256,2024-01,2024-01,0,paid,2024-01-13 21:48:30,2024-01-13 21:48:30,1,31.71,direct,direct,direct
cust_3f51e764,2024-05,2024-05,0,paid,2024-05-05 18:43:25,2024-05-05 18:43:25,1,190.02,organic,organic,direct
cust_3f76f493,2024-09,2024-09,0,paid,2024-09-30 12:31:37,2024-09-30 12:31:37,1,75.33,email,email,email_campaign_1
cust_3fa2afb9,2024-03,2024-03,0,paid,2024-03-04 20:47:00,2024-03-04 20:47:00,1,214.62,email,email,email_campaign_9
cust_3fa8b4d0,2024-10,2024-10,0,paid,2024-10-17 07:00:44,2024-10-17 07:00:44,1,62.19,meta,cpc,meta_campaign_1
cust_3fad1efa,2024-10,2024-10,0,paid,2024-10-26 11:16:46,2024-10-26 11:16:46,1,333.48,meta,cpc,meta_campaign_7
cust_3fc7cc42,2024-04,2024-04,0,paid,2024-04-14 21:11:29,2024-04-14 21:11:29,1,162.76,direct,direct,direct
cust_3fcc9b13,2024-04,2024-04,0,paid,2024-04-30 13:14:43,2024-04-30 13:14:43,1,79.34,direct,direct,direct
cust_3fd68d73,2024-06,2024-06,0,paid,2024-06-18 14:05:58,2024-06-18 14:05:58,1,105.77,organic,organic,direct
cust_3fe1bf14,2024-07,2024-07,0,paid,2024-07-23 15:33:03,2024-07-23 15:33:03,1,81.2,meta,cpc,meta_campaign_12
cust_3ff57d47,2024-01,2024-01,0,paid,2024-01-20 07:34:31,2024-01-20 07:34:31,1,64.8,tiktok,cpc,tiktok_campaign_11
cust_40079784,2024-02,2024-02,0,paid,2024-02-04 07:54:50,2024-02-04 07:54:50,1,95.32,direct,direct,direct
cust_40145348,2024-11,2024-11,0,paid,2024-11-26 15:50:43,2024-11-26 15:50:43,1,104.4,organic,organic,direct
cust_40341e21,2024-11,2024-11,0,paid,2024-11-24 13:56:13,2024-11-24 13:56:13,1,184.41,organic,organic,direct
cust_403d66a9,2024-11,2024-11,0,paid,2024-11-03 19:21:11,2024-11-03 19:21:11,1,186.95,direct,direct,direct
cust_40573e96,2024-09,2024-09,0,paid,2024-09-16 07:54:16,2024-09-16 07:54:16,1,57.82,organic,organic,direct
cust_405c2206,2024-02,2024-02,0,paid,2024-02-14 05:31:06,2024-02-14 05:31:06,1,86.75,direct,direct,direct
cust_409ee84f,2024-07,2024-07,0,paid,2024-07-31 20:47:17,2024-07-31 20:47:17,1,48.58,tiktok,cpc,tiktok_campaign_2
cust_40fea9cf,2024-09,2024-09,0,paid,2024-09-29 17:46:42,2024-09-29 17:46:42,1,116.01,tiktok,cpc,tiktok_campaign_6
cust_41d5392a,2024-10,2024-10,0,paid,2024-10-22 13:39:51,2024-10-22 13:39:51,1,82.18,direct,direct,direct
cust_421d0f3a,2024-06,2024-06,0,paid,2024-06-17 13:11:27,2024-06-17 13:11:27,1,38.52,direct,direct,direct
cust_4228c5d8,2024-07,2024-07,0,paid,2024-07-24 23:46:38,2024-07-24 23:46:38,1,149.07,meta,cpc,meta_campaign_4
cust_4258d82a,2024-09,2024-09,0,paid,2024-09-24 15:17:44,2024-09-24 15:17:44,1,31.37,meta,cpc,meta_campaign_5
cust_4278931a,2024-02,2024-02,0,paid,2024-02-25 19:21:32,2024-02-25 19:21:32,1,68.74,direct,direct,direct
cust_42908f16,2024-10,2024-10,0,paid,2024-10-27 11:30:34,2024-10-27 11:30:34,1,55.88,direct,direct,direct
cust_4294739f,2024-05,2024-05,0,paid,2024-05-19 17:20:38,2024-05-19 17:20:38,1,115.79,direct,direct,direct
cust_42e6ecee,2024-03,2024-03,0,paid,2024-03-01 15:13:00,2024-03-01 15:13:00,1,83.93,direct,direct,direct
cust_4313fe11,2024-09,2024-09,0,paid,2024-09-19 11:23:05,2024-09-19 11:23:05,1,36.45,organic,organic,direct
cust_433a59ce,2024-05,2024-05,0,paid,2024-05-22 18:26:09,2024-05-22 18:26:09,1,252.94,google,cpc,google_campaign_17
cust_43793bf7,2024-08,2024-08,0,paid,2024-08-07 13:24:19,2024-08-07 13:24:19,1,103.79,direct,direct,direct
cust_43a14cc8,2024-03,2024-03,0,paid,2024-03-09 19:22:29,2024-03-09 19:22:29,1,114.5,meta,cpc,meta_campaign_16
cust_43a752cb,2024-03,2024-03,0,paid,2024-03-11 20:15:20,2024-03-11 20:15:20,1,106.76,google,cpc,google_campaign_9
cust_43d427fc,2024-09,2024-09,0,paid,2024-09-21 13:50:05,2024-09-21 13:50:05,1,51.47,organic,organic,direct
cust_43d76d6b,2024-10,2024-10,0,paid,2024-10-05 19:08:33,2024-10-05 19:08:33,1,159.29,meta,cpc,meta_campaign_3
cust_43fbd1d1,2024-05,2024-05,0,paid,2024-05-04 13:12:45,2024-05-04 13:12:45,1,94.22,organic,organic,direct
cust_4480e514,2024-08,2024-08,0,paid,2024-08-11 10:24:53,2024-08-11 10:24:53,1,39.66,google,cpc,google_campaign_11
cust_44966d81,2024-10,2024-10,0,paid,2024-10-21 19:44:25,2024-10-21 19:44:25,1,38.71,tiktok,cpc,tiktok_campaign_18
cust_44ac7b60,2024-03,2024-03,0,paid,2024-03-04 11:35:58,2024-03-04 11:35:58,1,131.12,google,cpc,google_campaign_2
cust_44affb2a,2024-03,2024-03,0,paid,2024-03-31 16:26:41,2024-03-31 16:26:41,1,38.79,direct,direct,direct
cust_44b4450e,2024-09,2024-09,0,paid,2024-09-06 08:13:22,2024-09-06 08:13:22,1,175.14,direct,direct,direct
cust_44ffb703,2024-10,2024-10,0,paid,2024-10-14 10:01:09,2024-10-14 10:01:09,1,91.92,organic,organic,direct
cust_4504fe47,2024-11,2024-11,0,paid,2024-11-27 22:33:27,2024-11-27 22:33:27,1,158.69,meta,cpc,meta_campaign_12
cust_452b93f6,2024-05,2024-05,0,paid,2024-05-03 21:16:45,2024-05-03 21:16:45,1,63.32,tiktok,cpc,tiktok_campaign_14
cust_452d0a1f,2024-02,2024-02,0,paid,2024-02-22 21:54:07,2024-02-22 21:54:07,1,414.23,direct,direct,direct
cust_4556c0be,2024-02,2024-02,0,paid,2024-02-18 10:26:09,2024-02-18 10:26:09,1,34.48,direct,direct,direct
cust_45792ea1,2024-09,2024-09,0,paid,2024-09-09 12:45:44,2024-09-09 12:45:44,1,110.56,direct,direct,direct
cust_45cb4344,2024-02,2024-02,0,paid,2024-02-04 11:45:00,2024-02-04 11:45:00,1,115.5,direct,direct,direct
cust_462223c5,2024-08,2024-08,0,paid,2024-08-23 22:04:41,2024-08-23 22:04:41,1,67.7,google,cpc,google_campaign_10
cust_4655debe,2024-10,2024-10,0,paid,2024-10-31 17:55:45,2024-10-31 17:55:45,1,57.31,direct,direct,direct
cust_46c0217f,2024-11,2024-11,0,paid,2024-11-02 15:19:10,2024-11-02 15:19:10,1,79.25,direct,direct,direct
cust_46e216e6,2024-01,2024-01,0,paid,2024-01-07 11:43:41,2024-01-07 11:43:41,1,187.47,meta,cpc,meta_campaign_9
cust_46f943ee,2024-02,2024-02,0,paid,2024-02-07 15:47:12,2024-02-07 15:47:12,1,81.82,direct,direct,direct
cust_47207973,2024-03,2024-03,0,paid,2024-03-31 15:02:01,2024-03-31 15:02:01,1,47.63,direct,direct,direct
cust_4738e31e,2024-11,2024-11,0,paid,2024-11-22 09:44:47,2024-11-22 09:44:47,1,117.24,tiktok,cpc,tiktok_campaign_17
cust_47441717,2024-11,2024-11,0,paid,2024-11-24 10:43:12,2024-11-24 10:43:12,1,104.51,meta,cpc,meta_campaign_16
cust_47749a04,2024-03,2024-03,0,paid,2024-03-11 09:42:26,2024-03-11 09:42:26,1,73.06,google,cpc,google_campaign_12
cust_4793b89b,2024-10,2024-10,0,paid,2024-10-01 09:26:20,2024-10-01 09:26:20,1,80.72,organic,organic,direct
cust_47f6b496,2024-10,2024-10,0,paid,2024-10-13 19:02:39,2024-10-13 19:02:39,1,393.94,google,cpc,google_campaign_17
cust_47fbdbb6,2024-11,2024-11,0,paid,2024-11-11 22:34:39,2024-11-11 22:34:39,1,311.34,direct,direct,direct
cust_4810036b,2024-02,2024-02,0,paid,2024-02-01 21:31:10,2024-02-01 21:31:10,1,160.31,direct,direct,direct
cust_4812ce8b,2024-01,2024-01,0,paid,2024-01-11 11:31:21,2024-01-11 11:31:21,1,32.48,direct,direct,direct
cust_482969ca,2024-11,2024-11,0,paid,2024-11-13 17:08:43,2024-11-13 17:08:43,1,355.86,direct,direct,direct
cust_489c1d00,2024-04,2024-04,0,paid,2024-04-11 21:15:02,2024-04-11 21:15:02,1,133.27,direct,direct,direct
cust_48aeafd3,2024-01,2024-01,0,paid,2024-01-26 23:05:18,2024-01-26 23:05:18,1,54.88,direct,direct,direct
cust_48aeb936,2024-11,2024-11,0,paid,2024-11-27 08:34:50,2024-11-27 08:34:50,1,267.06,google,cpc,google_campaign_1
cust_48bf1096,2024-05,2024-05,0,paid,2024-05-22 15:55:46,2024-05-22 15:55:46,1,87.07,direct,direct,direct
cust_48cc5362,2024-04,2024-04,0,paid,2024-04-02 18:11:09,2024-04-02 18:11:09,1,56.09,organic,organic,direct
cust_48ce7998,2024-04,2024-04,0,paid,2024-04-22 19:53:52,2024-04-22 19:53:52,1,38.38,direct,direct,direct
cust_48ef6025,2024-07,2024-07,0,paid,2024-07-31 09:51:05,2024-07-31 09:51:05,1,108.2,direct,direct,direct
cust_493e040c,2024-10,2024-10,0,paid,2024-10-16 15:21:25,2024-10-16 15:21:25,1,164.5,google,cpc,google_campaign_9
cust_495a1c4e,2024-11,2024-11,0,paid,2024-11-24 09:49:39,2024-11-24 09:49:39,1,164.53,organic,organic,direct
cust_4999a098,2024-08,2024-08,0,paid,2024-08-03 14:32:41,2024-08-03 14:32:41,1,57.42,organic,organic,direct
cust_49f353ab,2024-08,2024-08,0,paid,2024-08-11 10:27:47,2024-08-11 10:27:47,1,44.36,tiktok,cpc,tiktok_campaign_6
cust_4a0333f2,2024-04,2024-04,0,paid,2024-04-28 12:55:48,2024-04-28 12:55:48,1,63.99,direct,direct,direct
cust_4a6a138d,2024-08,2024-08,0,paid,2024-08-24 18:07:15,2024-08-24 18:07:15,1,55.66,tiktok,cpc,tiktok_campaign_3
cust_4a76773c,2024-03,2024-03,0,paid,2024-03-08 07:35:10,2024-03-08 07:35:10,1,99.54,direct,direct,direct
cust_4aae6265,2024-12,2024-12,0,paid,2024-12-03 15:47:43,2024-12-03 15:47:43,1,187.55,email,email,email_campaign_7
cust_4ab7686e,2024-08,2024-08,0,paid,2024-08-27 13:27:44,2024-08-27 13:27:44,1,88.81,email,email,email_campaign_2
cust_4ac515ac,2024-07,2024-07,0,paid,2024-07-15 09:36:14,2024-07-15 09:36:14,1,100.06,tiktok,cpc,tiktok_campaign_6
cust_4ae4871e,2024-10,2024-10,0,paid,2024-10-17 17:22:17,2024-10-17 17:22:17,1,141.89,meta,cpc,meta_campaign_2
cust_4af3f835,2024-12,2024-12,0,paid,2024-12-03 14:57:17,2024-12-03 14:57:17,1,146.21,google,cpc,google_campaign_14
cust_4b1ca9f2,2024-06,2024-06,0,paid,2024-06-12 19:01:03,2024-06-12 19:01:03,1,44.74,direct,direct,direct
cust_4ba73ce4,2024-09,2024-09,0,paid,2024-09-07 16:50:53,2024-09-07 16:50:53,1,55.45,google,cpc,google_campaign_14
cust_4bee1041,2024-06,2024-06,0,paid,2024-06-17 20:47:46,2024-06-17 20:47:46,1,64.57,google,cpc,google_campaign_17
cust_4bef0a57,2024-03,2024-03,0,paid,2024-03-11 10:10:33,2024-03-11 10:10:33,1,138.84,direct,direct,direct
cust_4bfce2d6,2024-10,2024-10,0,paid,2024-10-04 11:35:54,2024-10-04 11:35:54,1,223.36,email,email,email_campaign_9
cust_4c153a02,2024-09,2024-09,0,paid,2024-09-30 21:32:28,2024-09-30 21:32:28,1,218.9,email,email,email_campaign_3
cust_4c34a0a7,2024-09,2024-09,0,paid,2024-09-14 09:48:47,2024-09-14 09:48:47,1,84.53,direct,direct,direct
cust_4c4e12c3,2024-11,2024-11,0,paid,2024-11-17 15:00:50,2024-11-17 15:00:50,1,85.94,organic,organic,direct
cust_4c82c6d8,2024-09,2024-09,0,paid,2024-09-12 17:17:25,2024-09-12 17:17:25,1,85.23,tiktok,cpc,tiktok_campaign_7
cust_4c9e0863,2024-06,2024-06,0,paid,2024-06-08 19:09:01,2024-06-08 19:09:01,1,116.43,direct,direct,direct
cust_4ca592fa,2024-02,2024-02,0,paid,2024-02-23 20:16:01,2024-02-23 20:16:01,1,84.42,email,email,email_campaign_1
cust_4cd0e0ee,2024-03,2024-03,0,paid,2024-03-27 18:39:46,2024-03-27 18:39:46,1,43.87,email,email,email_campaign_2
cust_4ceea07c,2024-11,2024-11,0,paid,2024-11-30 15:18:09,2024-11-30 15:18:09,1,42.37,tiktok,cpc,tiktok_campaign_16
cust_4d0e8901,2024-09,2024-09,0,paid,2024-09-25 17:41:57,2024-09-25 17:41:57,1,58.91,direct,direct,direct
cust_4d21dd11,2024-12,2024-12,0,paid,2024-12-01 20:59:37,2024-12-01 20:59:37,1,223.18,email,email,email_campaign_1
cust_4d2ff298,2024-10,2024-10,0,paid,2024-10-02 19:57:39,2024-10-02 19:57:39,1,52.67,organic,organic,direct
cust_4d3fd6f6,2024-01,2024-01,0,paid,2024-01-15 20:22:54,2024-01-15 20:22:54,1,103.86,google,cpc,google_campaign_6
cust_4d572588,2024-11,2024-11,0,paid,2024-11-18 00:36:20,2024-11-18 00:36:20,1,49.94,google,cpc,google_campaign_4
cust_4d703475,2024-03,2024-03,0,paid,2024-03-05 09:40:00,2024-03-05 09:40:00,1,44.59,meta,cpc,meta_campaign_8
cust_4dba3950,2024-01,2024-01,0,paid,2024-01-18 23:01:06,2024-01-18 23:01:06,1,101.09,meta,cpc,meta_campaign_14
cust_4dc35d61,2024-12,2024-12,0,paid,2024-12-19 22:25:38,2024-12-19 22:25:38,1,124.24,direct,direct,direct
cust_4e00f574,2024-11,2024-11,0,paid,2024-11-11 21:27:48,2024-11-11 21:27:48,1,89.79,direct,direct,direct
cust_4e02b520,2024-03,2024-03,0,paid,2024-03-11 21:49:41,2024-03-11 21:49:41,1,38.87,direct,direct,direct
cust_4e18c283,2024-07,2024-07,0,paid,2024-07-06 13:48:51,2024-07-06 13:48:51,1,28.4,direct,direct,direct
cust_4e18c283,2024-07,2024-12,5,paid,2024-12-15 08:20:56,2024-12-15 08:20:56,1,176.71,direct,direct,direct
cust_4e1efdc9,2024-01,2024-01,0,paid,2024-01-22 18:25:02,2024-01-22 18:25:02,1,46.77,direct,direct,direct
cust_4e28273f,2024-10,2024-10,0,paid,2024-10-15 09:10:36,2024-10-15 09:10:36,1,102.79,direct,direct,direct
cust_4e30df49,2024-12,2024-12,0,paid,2024-12-11 20:03:31,2024-12-11 20:03:31,1,78.41,direct,direct,direct
cust_4e478ce8,2024-11,2024-11,0,paid,2024-11-21 14:53:59,2024-11-21 14:53:59,1,45.44,direct,direct,direct
cust_4e65c89e,2024-02,2024-02,0,paid,2024-02-06 16:20:28,2024-02-06 16:20:28,1,190.06,meta,cpc,meta_campaign_1
cust_4e68ed1d,2024-12,2024-12,0,paid,2024-12-09 08:38:40,2024-12-09 08:38:40,1,305.14,google,cpc,google_campaign_5
cust_4eabaab6,2024-12,2024-12,0,paid,2024-12-01 12:22:14,2024-12-01 12:22:14,1,64.01,direct,direct,direct
cust_4eacd951,2024-10,2024-10,0,paid,2024-10-27 10:19:49,2024-10-27 10:19:49,1,85.91,organic,organic,direct
cust_4ed1769a,2024-01,2024-01,0,paid,2024-01-15 16:29:06,2024-01-15 16:29:06,1,41.92,google,cpc,google_campaign_2
cust_4f9d4bb7,2024-12,2024-12,0,paid,2024-12-06 20:13:41,2024-12-06 20:13:41,1,78.72,direct,direct,direct
cust_4facebbd,2024-04,2024-04,0,paid,2024-04-04 14:31:15,2024-04-04 14:31:15,1,39.96,google,cpc,google_campaign_10
cust_4fea5294,2024-01,2024-01,0,paid,2024-01-23 10:38:27,2024-01-23 10:38:27,1,73.27,meta,cpc,meta_campaign_19
cust_4ff1f4ce,2024-09,2024-09,0,paid,2024-09-23 09:52:39,2024-09-23 09:52:39,1,68.27,meta,cpc,meta_campaign_13
cust_4ffb98cf,2024-09,2024-09,0,paid,2024-09-16 18:28:19,2024-09-16 18:28:19,1,147.93,meta,cpc,meta_campaign_8
cust_4ffd9b05,2024-02,2024-02,0,paid,2024-02-13 17:57:47,2024-02-13 17:57:47,1,227.4,email,email,email_campaign_4
cust_4ffe288a,2024-02,2024-02,0,paid,2024-02-15 22:20:55,2024-02-15 22:20:55,1,98.1,google,cpc,google_campaign_18
cust_50290544,2024-05,2024-05,0,paid,2024-05-12 11:35:59,2024-05-12 11:35:59,1,43.55,direct,direct,direct
cust_503d721b,2024-12,2024-12,0,paid,2024-12-03 12:13:18,2024-12-03 12:13:18,1,138.66,direct,direct,direct
cust_503dca58,2024-04,2024-04,0,paid,2024-04-11 19:38:43,2024-04-11 19:38:43,1,85.62,direct,direct,direct
cust_5050c3c3,2024-08,2024-08,0,paid,2024-08-29 21:40:03,2024-08-29 21:40:03,1,174.83,organic,organic,direct
cust_5070dcf8,2024-08,2024-08,0,paid,2024-08-20 19:44:22,2024-08-20 19:44:22,1,155.26,direct,direct,direct
cust_50bffc89,2024-06,2024-06,0,paid,2024-06-13 20:11:51,2024-06-13 20:11:51,1,78.25,tiktok,cpc,tiktok_campaign_16
cust_50c32218,2024-04,2024-04,0,paid,2024-04-15 20:50:54,2024-04-15 20:50:54,1,40.62,direct,direct,direct
cust_50d3fde5,2024-08,2024-08,0,paid,2024-08-24 12:59:44,2024-08-24 12:59:44,1,158.74,google,cpc,google_campaign_7
cust_50d48df8,2024-11,2024-11,0,paid,2024-11-24 06:08:48,2024-11-24 06:08:48,1,443.14,google,cpc,google_campaign_1
cust_51233b09,2024-11,2024-11,0,paid,2024-11-30 21:00:37,2024-11-30 21:00:37,1,94.67,direct,direct,direct
cust_51236f88,2024-09,2024-09,0,paid,2024-09-23 19:33:17,2024-09-23 19:33:17,1,68.47,google,cpc,google_campaign_7
cust_512529ee,2024-02,2024-02,0,paid,2024-02-01 08:36:17,2024-02-01 08:36:17,1,283.36,google,cpc,google_campaign_14
cust_5126f8ea,2024-04,2024-04,0,paid,2024-04-26 11:31:49,2024-04-26 11:31:49,1,133.66,direct,direct,direct
cust_516441de,2024-10,2024-10,0,paid,2024-10-29 11:19:19,2024-10-29 11:19:19,1,149.53,organic,organic,direct
cust_516d5fbd,2024-01,2024-01,0,paid,2024-01-11 20:21:48,2024-01-11 20:21:48,1,78.08,email,email,email_campaign_5
cust_517756ae,2024-05,2024-05,0,paid,2024-05-03 19:43:49,2024-05-03 19:43:49,1,144.55,direct,direct,direct
cust_518276c9,2024-07,2024-07,0,paid,2024-07-08 13:52:09,2024-07-08 13:52:09,1,107.2,direct,direct,direct
cust_519281cf,2024-03,2024-03,0,paid,2024-03-22 22:30:57,2024-03-22 22:30:57,1,213.94,google,cpc,google_campaign_16
cust_51a9a0ab,2024-07,2024-07,0,paid,2024-07-12 21:54:43,2024-07-12 21:54:43,1,150.0,direct,direct,direct
cust_51c3aab5,2024-07,2024-07,0,paid,2024-07-24 13:32:27,2024-07-24 13:32:27,1,49.57,organic,organic,direct
cust_51da1a52,2024-06,2024-06,0,paid,2024-06-25 21:24:08,2024-06-25 21:24:08,1,122.37,meta,cpc,meta_campaign_17
